Instant,Datetime,Season,Year,Month,Hour,Holiday,Weekday,Weather,Temperature,Atemp,Humidity,Windspeed,Casual,Registered,Total_Count,Week_name,Month_name,Weather_condition
323,2011-01-14,1,0,1,22,0,5,2,0.16,0.2273,0.69,0.0,2,34,36,Fri,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
324,2011-01-14,1,0,1,23,0,5,2,0.18,0.2424,0.55,0.0,1,26,27,Fri,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
325,2011-01-15,1,0,1,0,0,6,1,0.18,0.2424,0.55,0.0,3,25,28,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
326,2011-01-15,1,0,1,1,0,6,2,0.16,0.197,0.59,0.0896,2,18,20,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
327,2011-01-15,1,0,1,2,0,6,2,0.16,0.197,0.59,0.0896,0,12,12,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
328,2011-01-15,1,0,1,3,0,6,2,0.16,0.2273,0.59,0.0,1,7,8,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
329,2011-01-15,1,0,1,4,0,6,2,0.16,0.2273,0.59,0.0,0,5,5,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
330,2011-01-15,1,0,1,5,0,6,1,0.16,0.2273,0.59,0.0,0,1,1,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
331,2011-01-15,1,0,1,6,0,6,1,0.14,0.1667,0.63,0.1045,1,2,3,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
332,2011-01-15,1,0,1,7,0,6,1,0.14,0.2121,0.63,0.0,1,9,10,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
333,2011-01-15,1,0,1,8,0,6,1,0.14,0.1515,0.63,0.1343,1,22,23,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
334,2011-01-15,1,0,1,9,0,6,1,0.16,0.1818,0.64,0.1343,2,31,33,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
335,2011-01-15,1,0,1,10,0,6,1,0.18,0.197,0.59,0.1642,2,57,59,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
336,2011-01-15,1,0,1,11,0,6,1,0.2,0.197,0.55,0.2239,18,54,72,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
337,2011-01-15,1,0,1,12,0,6,1,0.24,0.2273,0.48,0.2239,15,74,89,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
338,2011-01-15,1,0,1,13,0,6,1,0.28,0.2576,0.38,0.2985,21,80,101,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
339,2011-01-15,1,0,1,14,0,6,1,0.3,0.2879,0.39,0.2836,26,92,118,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
340,2011-01-15,1,0,1,15,0,6,2,0.32,0.3182,0.36,0.194,21,108,129,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
341,2011-01-15,1,0,1,16,0,6,2,0.34,0.3333,0.34,0.194,33,95,128,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
342,2011-01-15,1,0,1,17,0,6,2,0.32,0.303,0.36,0.2836,29,54,83,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
343,2011-01-15,1,0,1,18,0,6,2,0.3,0.2879,0.45,0.2537,15,69,84,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
344,2011-01-15,1,0,1,19,0,6,2,0.32,0.303,0.39,0.2537,14,60,74,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
345,2011-01-15,1,0,1,20,0,6,2,0.32,0.303,0.39,0.2537,6,35,41,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
346,2011-01-15,1,0,1,21,0,6,2,0.32,0.303,0.39,0.2239,6,51,57,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
347,2011-01-15,1,0,1,22,0,6,2,0.3,0.3182,0.42,0.1045,0,26,26,Sat,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
348,2011-01-15,1,0,1,23,0,6,1,0.3,0.2879,0.45,0.2836,5,39,44,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
349,2011-01-16,1,0,1,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
350,2011-01-16,1,0,1,1,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
351,2011-01-16,1,0,1,2,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
352,2011-01-16,1,0,1,3,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
353,2011-01-16,1,0,1,4,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
354,2011-01-16,1,0,1,5,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,Sun,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
355,2011-01-16,1,0,1,6,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,Sun,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
356,2011-01-16,1,0,1,7,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,Sun,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
357,2011-01-16,1,0,1,8,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
358,2011-01-16,1,0,1,9,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
359,2011-01-16,1,0,1,10,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
360,2011-01-16,1,0,1,11,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
361,2011-01-16,1,0,1,12,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
362,2011-01-16,1,0,1,13,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
363,2011-01-16,1,0,1,14,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
364,2011-01-16,1,0,1,15,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
365,2011-01-16,1,0,1,16,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
366,2011-01-16,1,0,1,17,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
367,2011-01-16,1,0,1,18,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
368,2011-01-16,1,0,1,19,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
369,2011-01-16,1,0,1,20,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
370,2011-01-16,1,0,1,21,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
371,2011-01-16,1,0,1,22,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,Sun,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
372,2011-01-16,1,0,1,23,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,Sun,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
373,2011-01-17,1,0,1,0,1,1,2,0.2,0.197,0.47,0.2239,1,16,17,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
374,2011-01-17,1,0,1,1,1,1,2,0.2,0.197,0.44,0.194,1,15,16,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
375,2011-01-17,1,0,1,2,1,1,2,0.18,0.1667,0.43,0.2537,0,8,8,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
376,2011-01-17,1,0,1,3,1,1,2,0.18,0.1818,0.43,0.194,0,2,2,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
377,2011-01-17,1,0,1,4,1,1,2,0.18,0.197,0.43,0.1343,1,2,3,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
378,2011-01-17,1,0,1,5,1,1,2,0.18,0.197,0.43,0.1642,0,1,1,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
379,2011-01-17,1,0,1,6,1,1,2,0.18,0.1818,0.43,0.194,0,5,5,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
380,2011-01-17,1,0,1,7,1,1,2,0.16,0.1818,0.5,0.1343,4,9,13,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
381,2011-01-17,1,0,1,8,1,1,2,0.16,0.1515,0.47,0.2239,3,30,33,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
382,2011-01-17,1,0,1,9,1,1,2,0.16,0.1515,0.47,0.2239,8,39,47,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
383,2011-01-17,1,0,1,10,1,1,2,0.16,0.1515,0.5,0.2537,7,50,57,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
384,2011-01-17,1,0,1,11,1,1,2,0.16,0.1515,0.55,0.194,9,55,64,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
385,2011-01-17,1,0,1,12,1,1,2,0.18,0.197,0.47,0.1343,10,70,80,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
386,2011-01-17,1,0,1,13,1,1,2,0.18,0.197,0.47,0.1343,13,80,93,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
387,2011-01-17,1,0,1,14,1,1,2,0.18,0.2121,0.43,0.1045,12,74,86,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
388,2011-01-17,1,0,1,15,1,1,2,0.2,0.2121,0.47,0.1642,21,72,93,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
389,2011-01-17,1,0,1,16,1,1,2,0.2,0.2121,0.47,0.1642,6,76,82,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
390,2011-01-17,1,0,1,17,1,1,1,0.2,0.197,0.51,0.194,4,67,71,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
391,2011-01-17,1,0,1,18,1,1,2,0.18,0.1667,0.55,0.2537,7,85,92,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
392,2011-01-17,1,0,1,19,1,1,3,0.18,0.1818,0.59,0.194,2,58,60,Mon,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
393,2011-01-17,1,0,1,20,1,1,3,0.16,0.1515,0.8,0.194,4,29,33,Mon,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
394,2011-01-17,1,0,1,21,1,1,3,0.16,0.1515,0.8,0.194,3,24,27,Mon,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
395,2011-01-17,1,0,1,22,1,1,3,0.14,0.1212,0.93,0.2537,0,13,13,Mon,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
396,2011-01-17,1,0,1,23,1,1,3,0.16,0.1364,0.86,0.2836,1,3,4,Mon,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
397,2011-01-18,1,0,1,12,0,2,2,0.2,0.1818,0.86,0.3284,0,3,3,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
398,2011-01-18,1,0,1,13,0,2,2,0.2,0.197,0.86,0.2239,0,22,22,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
399,2011-01-18,1,0,1,14,0,2,2,0.22,0.2273,0.8,0.1642,2,26,28,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
400,2011-01-18,1,0,1,15,0,2,2,0.22,0.2273,0.87,0.1642,3,32,35,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
401,2011-01-18,1,0,1,16,0,2,2,0.22,0.2273,0.87,0.194,0,61,61,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
402,2011-01-18,1,0,1,17,0,2,2,0.22,0.2273,0.82,0.194,1,124,125,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
403,2011-01-18,1,0,1,18,0,2,2,0.22,0.2273,0.8,0.1642,1,132,133,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
404,2011-01-18,1,0,1,19,0,2,2,0.22,0.2273,0.8,0.1343,1,98,99,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
405,2011-01-18,1,0,1,20,0,2,2,0.22,0.2727,0.87,0.0,0,83,83,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
406,2011-01-18,1,0,1,21,0,2,2,0.22,0.2424,0.93,0.1045,0,41,41,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
407,2011-01-18,1,0,1,22,0,2,2,0.22,0.2576,0.93,0.0896,0,33,33,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
408,2011-01-18,1,0,1,23,0,2,2,0.22,0.2727,0.93,0.0,1,19,20,Tue,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
409,2011-01-19,1,0,1,0,0,3,2,0.22,0.2727,0.93,0.0,0,3,3,Wed,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
410,2011-01-19,1,0,1,1,0,3,3,0.22,0.2273,0.93,0.1343,1,6,7,Wed,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
411,2011-01-19,1,0,1,2,0,3,3,0.22,0.2273,0.93,0.1343,0,3,3,Wed,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
412,2011-01-19,1,0,1,4,0,3,3,0.22,0.2273,0.93,0.1343,1,1,2,Wed,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
413,2011-01-19,1,0,1,5,0,3,2,0.22,0.2576,0.93,0.0896,0,7,7,Wed,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
414,2011-01-19,1,0,1,6,0,3,2,0.22,0.2576,0.93,0.0896,0,32,32,Wed,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
415,2011-01-19,1,0,1,7,0,3,2,0.24,0.2576,0.92,0.1045,1,89,90,Wed,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
416,2011-01-19,1,0,1,8,0,3,2,0.24,0.2576,0.93,0.1045,1,196,197,Wed,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
417,2011-01-19,1,0,1,9,0,3,2,0.24,0.2576,0.93,0.1045,2,107,109,Wed,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
418,2011-01-19,1,0,1,10,0,3,2,0.26,0.2727,0.93,0.1343,1,46,47,Wed,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
419,2011-01-19,1,0,1,11,0,3,2,0.28,0.303,0.87,0.0896,5,47,52,Wed,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
420,2011-01-19,1,0,1,12,0,3,2,0.3,0.3182,0.81,0.0896,5,65,70,Wed,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
421,2011-01-19,1,0,1,13,0,3,1,0.4,0.4091,0.62,0.2836,11,67,78,Wed,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
422,2011-01-19,1,0,1,14,0,3,1,0.4,0.4091,0.58,0.2537,7,68,75,Wed,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
423,2011-01-19,1,0,1,15,0,3,1,0.4,0.4091,0.54,0.2836,4,78,82,Wed,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
424,2011-01-19,1,0,1,16,0,3,1,0.38,0.3939,0.58,0.3881,10,94,104,Wed,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
425,2011-01-19,1,0,1,17,0,3,1,0.36,0.3333,0.57,0.3284,7,190,197,Wed,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
426,2011-01-19,1,0,1,18,0,3,1,0.34,0.3182,0.61,0.2836,5,156,161,Wed,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
427,2011-01-19,1,0,1,19,0,3,1,0.32,0.2879,0.57,0.4179,4,108,112,Wed,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
428,2011-01-19,1,0,1,20,0,3,1,0.32,0.303,0.49,0.2985,2,74,76,Wed,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
429,2011-01-19,1,0,1,21,0,3,1,0.32,0.2879,0.49,0.4179,4,55,59,Wed,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
430,2011-01-19,1,0,1,22,0,3,1,0.3,0.303,0.52,0.1642,6,53,59,Wed,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
431,2011-01-19,1,0,1,23,0,3,1,0.3,0.2727,0.52,0.4627,1,27,28,Wed,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
432,2011-01-20,1,0,1,0,0,4,1,0.26,0.2273,0.56,0.3881,5,8,13,Thu,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
433,2011-01-20,1,0,1,1,0,4,1,0.26,0.2727,0.56,0.0,2,3,5,Thu,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
434,2011-01-20,1,0,1,2,0,4,1,0.26,0.2727,0.56,0.0,0,2,2,Thu,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
435,2011-01-20,1,0,1,3,0,4,1,0.26,0.2576,0.56,0.1642,0,1,1,Thu,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
436,2011-01-20,1,0,1,4,0,4,1,0.26,0.2576,0.56,0.1642,0,1,1,Thu,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
437,2011-01-20,1,0,1,5,0,4,1,0.24,0.2273,0.6,0.2239,0,6,6,Thu,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
438,2011-01-20,1,0,1,6,0,4,1,0.22,0.2121,0.6,0.2239,0,35,35,Thu,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
439,2011-01-20,1,0,1,7,0,4,1,0.22,0.2121,0.55,0.2239,1,100,101,Thu,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
440,2011-01-20,1,0,1,8,0,4,1,0.22,0.2121,0.55,0.2836,2,247,249,Thu,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
441,2011-01-20,1,0,1,9,0,4,2,0.24,0.2273,0.52,0.2239,3,140,143,Thu,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
442,2011-01-20,1,0,1,10,0,4,1,0.26,0.2273,0.48,0.2985,1,56,57,Thu,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
443,2011-01-20,1,0,1,11,0,4,2,0.28,0.2727,0.45,0.1642,5,63,68,Thu,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
444,2011-01-20,1,0,1,12,0,4,2,0.3,0.3333,0.42,0.0,7,77,84,Thu,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
445,2011-01-20,1,0,1,13,0,4,2,0.28,0.2879,0.45,0.1045,12,86,98,Thu,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
446,2011-01-20,1,0,1,14,0,4,2,0.3,0.303,0.45,0.1343,6,75,81,Thu,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
447,2011-01-20,1,0,1,15,0,4,2,0.32,0.3182,0.45,0.194,8,62,70,Thu,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
448,2011-01-20,1,0,1,16,0,4,2,0.3,0.303,0.49,0.1343,8,83,91,Thu,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
449,2011-01-20,1,0,1,17,0,4,2,0.3,0.3182,0.49,0.1045,8,207,215,Thu,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
450,2011-01-20,1,0,1,18,0,4,2,0.26,0.2576,0.56,0.194,1,184,185,Thu,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
451,2011-01-20,1,0,1,19,0,4,1,0.26,0.2273,0.56,0.3284,6,146,152,Thu,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
452,2011-01-20,1,0,1,20,0,4,2,0.26,0.2424,0.6,0.2836,2,124,126,Thu,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
453,2011-01-20,1,0,1,21,0,4,2,0.24,0.2273,0.6,0.2537,3,54,57,Thu,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
454,2011-01-20,1,0,1,22,0,4,2,0.24,0.2121,0.65,0.2836,0,56,56,Thu,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
455,2011-01-20,1,0,1,23,0,4,2,0.24,0.2121,0.65,0.3284,3,28,31,Thu,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
456,2011-01-21,1,0,1,0,0,5,2,0.24,0.2273,0.7,0.2537,1,20,21,Fri,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
457,2011-01-21,1,0,1,1,0,5,2,0.24,0.2273,0.7,0.2537,0,6,6,Fri,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
458,2011-01-21,1,0,1,2,0,5,3,0.24,0.2424,0.75,0.1642,0,2,2,Fri,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
459,2011-01-21,1,0,1,3,0,5,3,0.22,0.2121,0.8,0.2985,0,1,1,Fri,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
460,2011-01-21,1,0,1,4,0,5,2,0.22,0.2576,0.87,0.0896,0,1,1,Fri,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
461,2011-01-21,1,0,1,5,0,5,1,0.24,0.197,0.6,0.4179,1,4,5,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
462,2011-01-21,1,0,1,6,0,5,1,0.22,0.2121,0.55,0.2537,0,27,27,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
463,2011-01-21,1,0,1,7,0,5,1,0.2,0.1818,0.51,0.2836,2,66,68,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
464,2011-01-21,1,0,1,8,0,5,1,0.2,0.1818,0.47,0.3284,7,210,217,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
465,2011-01-21,1,0,1,9,0,5,1,0.2,0.1818,0.51,0.3582,7,159,166,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
466,2011-01-21,1,0,1,10,0,5,1,0.2,0.1667,0.47,0.4627,6,57,63,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
467,2011-01-21,1,0,1,11,0,5,1,0.22,0.1818,0.41,0.4627,6,53,59,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
468,2011-01-21,1,0,1,12,0,5,1,0.22,0.1818,0.27,0.5821,11,67,78,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
469,2011-01-21,1,0,1,13,0,5,1,0.2,0.1515,0.21,0.5821,8,65,73,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
470,2011-01-21,1,0,1,14,0,5,1,0.2,0.1515,0.25,0.5224,6,56,62,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
471,2011-01-21,1,0,1,15,0,5,1,0.16,0.1212,0.26,0.4478,4,61,65,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
472,2011-01-21,1,0,1,16,0,5,1,0.16,0.1364,0.26,0.3582,0,97,97,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
473,2011-01-21,1,0,1,17,0,5,1,0.14,0.1212,0.28,0.3582,10,151,161,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
474,2011-01-21,1,0,1,18,0,5,1,0.12,0.1212,0.3,0.2537,1,119,120,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
475,2011-01-21,1,0,1,19,0,5,1,0.12,0.1061,0.3,0.3284,3,93,96,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
476,2011-01-21,1,0,1,20,0,5,1,0.1,0.0758,0.33,0.4179,1,52,53,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
477,2011-01-21,1,0,1,21,0,5,1,0.08,0.0758,0.38,0.2836,0,41,41,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
478,2011-01-21,1,0,1,22,0,5,1,0.06,0.0303,0.41,0.3881,1,33,34,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
479,2011-01-21,1,0,1,23,0,5,1,0.06,0.0455,0.38,0.3284,0,27,27,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
480,2011-01-22,1,0,1,0,0,6,1,0.04,0.0303,0.45,0.2537,0,13,13,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
